"","Statute","Type","Degree","Desc"
"293","28A-13.2(H)","C","0","SEAPORT/AFFIX WRITTEN/GRAPHIC MATTER/PORT STRUCTUR"
"294","28A-13.2(J)","C","0","SEAPORT/SOLICITATION/DIST OF MATLS/DISPLAY ID/CNTY"
"295","28A-13.3(A)","C","0","SEAPORT/DESTROY/TAMPER/STRUCTURE/PORT PROP/CNTY VI"
"296","28A-13.3(B)","C","0","SEAPORT/DEFACE/DISTURB/LNDSCPING/VEGETATION/PORT"
"297","28A-13.3(C)","C","0","SEAPORT/DRIVE ON POSTED LAWN/SEEDED AREA/PORT/CNTY"
"298","28A-13.3(D)","C","0","SEAPORT/WILFULLY ABANDON PERS PROP/PORT/CNTY VIOLA"
"299","28A-13.4","C","0","SEAPORT/ENTRY REST AREA/REQUIREMENTS/COUNTY VIOLA"
"300","28A-13.5","C","0","SEAPORT/FAILURE TO USE COINS/CURRENCY/VENDING MACH"
"301","28A-13.6(A)","C","0","SEAPORT/OBSTRUCT/INTERFER ENJOY PORT PREM/CNTY VIO"
"302","28A-13.6(B)","C","0","SPRT/NO UNCYCL ETC/VEH/BIKE/SPEC ROADS ONLY/CNTY V"
"303","28A-13.6(C)","C","0","SPRT/WTR CRAFT/PROX TO BLKHD LN/BRTHING AREA/CNTY"
"304","28A-13.6(D)","C","0","SPRT/LOUD MUSIC/INT W/QUIET ENJOYMENT OTHERS/CNTY"
"305","28A-13.7(A)","C","0","SPRT/PICKETING ETC/ON PUBLIC ROADS/COUNTY VIOLATN"
"306","28A-13.7(B)","C","0","SPRT/PICKET/MARCH ETC/REST AREA/TERM BLDG/CNTY VIO"
"307","28A-13.8","C","0","SPRT/HINDER/IMPEDE/USE/PASSG ANY AREA PORT/CNTY VI"
"308","28A-13.9(A)","C","0","SPRT/DISP/REFUSE/NOT IN PROVIDED RECEPTACLE/CNTY V"
"309","28A-13.9(B)","C","0","SPRT/DUMP/DISPOSE FILL/BLDG MAT W/O APPRVL/CNTY VI"
"310","28A-13.9(C)","C","0","SPRT/REST ROOM ETC OTHER THAN SANITARY MANNER/CNTY"
"311","28A-13.9(D)","C","0","SPRT/BODILY DISCHARGE ON PORT PROPERTY/COUNTY VIOL"
"312","28A-13.9(E)","C","0","SPRT/FOREIGN OBJ/PLUMBNG FIXTRE PORP PROP/CNTY VIO"
"313","28A-2.4","C","0","OBSTRUCT/INTERFERE W/LEO OR INSPECTION/COUNTY VIOL"
"314","28A-2.7","C","0","SEAPORT/TRESPASS/COUNTY VIOL"
"315","28-28","L","0","TRESPASS/MUNICIPAL ORDINANCE"
"316","28A-3.0","C","0","SEAPORT/RESTRICTED AREA/NO ID/COUNTY VIOLATION"
"317","28A-3.2","C","0","SEAPORT/RESTRICTED AREA/REFUSE INSP/COUNTY VIOLATN"
"318","28A-3.3","C","0","SEAPORT/RESTRICTED AREA/UNAUTH MTR VEH/COUNTY VIOL"
"319","28A-3.4","C","0","SEAPORT/ILLEGAL PARKING/COUNTY VIOLATION"
"320","28A-4.1","C","0","SEAPORT/RESTRICTED AREA/VEH ID RQRMNTS/COUNTY VIOL"
"321","28A-4.2","C","0","SEAPORT/REST AREA/TEMP VEH ID PASS/RQRMNT/CNTY VIO"
"322","28A-4.3","C","0","SPORT/RPTING CHNGS/AP DATA/ANY VEH ID/W/N 30 DAYS"
"323","28A-4.4","C","0","SEAPORT/RESTR AREA/COMM/LEASED VEH ID/COUNTY VIOLA"
"324","28A-4.5(B)","C","0","SEAPORT/VAN LIMO ETC/NO VALID PERMIT/COUNTY VIOLAT"
"325","28A-4.5(C)","C","0","SEAPORT/ACO/RESTR AREA/PRKING TIME LMT/COUNTY VIOL"
"326","28A-4.5(D)","C","0","SEAPORT/OPER MTR VEH/VIOL POSTED SIGN/COUNTY VIOLA"
"327","28A-4.5(E)","C","0","SEAPORT/RENTAL CAR BUS PERMIT/COUNTY VIOLATION"
"328","28A-5.1","C","0","SEAPORT/WEAR ID CARD/RESTRICTED AREA/VIOL/COUNTY"
"329","28A-5.3(D)","C","0","SEAPORT/AP FALSE STMNT/ID CARD/COUNTY VIOLATION"
"330","28A-5.5","C","0","SEAPORT/ID REP RQST/ARREST/OTHER CHNG/AP DATA"
"331","28A-5.7(C)","C","0","SEAPORT/EMPL ID/FAILURE TO RETURN/COUNTY VIOLATION"
"332","28A-5.7(D)","C","0","SEAPORT/ALTERED ID/USE ANOTHER'S ID/COUNTY VIOLATI"
"333","28A-6.1","C","0","SEAPORT/ACT/EMPL/STEVEDORE/NOT LICENSED/COUNTY VIO"
"334","28A-6.2","C","0","SEAPORT/ACT EMPL/STEVEDORE/NO PREMIT/COUNTY VIOLAT"
"335","28A-8.1","C","0","SEAPORT/FAILURE/PRODUCE ID CARD/COUNTY VIOLATION"
"336","28A-8.3","C","0","SEAPORT/LEO/OTHERS/DUTY TO REPORT VIOLATIONS"
"337","28A-9.1","C","0","SEAPORT/ACO/REST AREA/FREIGHT SECURITY/COUNTY VIOL"
"338","28A-9.2","C","0","SEAPORT/ILLEGAL LOADING/COUNTY VIOLATION"
"339","28A-9.3(A)","C","0","SEAPORT/FREIGHT SHORTGE REPORTING REQ/COUNTY VIOLA"
"340","28A-9.3(C)","C","0","SEAPORT/STVDRE RPTNG/FIREARMS/WEAPONS ETC/CNTY VIO"
"341","29-29","L","0","CONCEALED WEAPON/CARRY/MUNICIPAL ORDINANCE"
"342","30B-4(1)","C","0","TRANSIT VEHICLE/IMPEDE OPERATOR/COUNTY ORDINANCE"
"343","30B-4(13)","C","0","TRANSIT PASS CARD/POSN FORGED/COUNTERFEIT/COUNTY"
"344","30B-4(15)","C","0","TRANSIT FARE/REFUSE TO PAY, EVADE/COUNTY ORDINANCE"
"345","30B-4(16)","C","0","TRANSIT TRANSFER/ALTER/ABUSE/GIVE TO ANOTHER"
"346","30-B-4(19)","C","0","TRANSIT EQUIPMENT/UNAUTHORIZED OPERATION/CNTY ORD"
"347","30B-4(2)","C","0","TRANSIT SYSTEM/TRESPASS/COUNTY ORDINANCE"
"348","30-B-4 (20)","C","0","TRANSIT VEH DOOR/INTERFERE W/OPERATION/COUNTY ORD"
"349","30B-4(21)","C","0","TRANSIT VEHICLES/PASS BETWEEN/COUNTY ORDINANCE"
"350","30B-4(27)","C","0","TRANSIT VEHICLES/PASS BETWEEN/COUNTY ORDINANCE"
"351","30B-4(3)","C","0","TRANSIT SYSTEM/DAMAGE PROPERTY/COUNTY ORDINANCE"
"352","30B-4(4)","C","0","TRANSIT GUIDEWAYS, TRACKS/OBSTRUCT/COUNTY ORD"
"353","30B-4(5)","C","0","TRANSIT VEHICLE, STATION/SMOKE, SPIT/COUNTY ORD"
"354","30B-4(6)","C","0","TRANSIT VEHICLE, STATION/EAT, DRINK/COUNTY ORD"
"355","30-450","C","0","PARKING/MISUSE OF SPECIALLY MARKED SPACE/COUNTY CD"
"356","30B-5(1)(C)","C","0","TRANSIT SYSTEM/SOLICIT BUSINESS, TRADE/COUNTY ORD"
"357","30B-7","C","0","TRANSIT/BEG/SOLICIT MONEY/COUNTY ORDINANCE"
"358","30-12","L","0","OBSTRUCT STREET BY SOLICITING/MUNICIPAL ORDINANCE"
"359","30-210.1(A)","C","0","ALCOHOL/OPEN CONTAINER IN VEHICLE/COUNTY ORDINANCE"
"360","30-30","L","0","ALCOHOLIC BEVERAGE VIOLATION/MUNICIPAL ORDINANCE"
"361","30-371(B)","C","0","PRIV SCHOOL BUS/FAIL TO DISPLAY VALID CERTIFICATE"
"362","30-371(F)","C","0","PRIVATE SCHOOL BUS/EXPIRED INSPECTION"
"363","30-371(G)(A)","C","0","PRIVATE SCHOOL BUS/IDENTIFYING MARKINGS"
"364","30-371(G)(B)(3)","C","0","PRIVATE SCHOOL BUS/FIRE EXTINGUISHER VIOLATION"
"365","30-371(G)(C)","C","0","PRIVATE SCHOOL BUS/NO VALID CERT OF INSURANCE"
"366","30-388.11","C","0","VEHICLE/PARK/STOP/ON PAVED STREET/HIGHWAY"
"367","30-388(12)","C","0","OBSTRUCT HIGHWAY/COUNTY ORDINANCE"
"368","30-388.20B","C","0","PARKING VIOLATION/HAZARDOUS/CONGESTED PLACE"
"369","30-388.31.1(A)","C","0","PARKING PROHIBITED FOR DISPLAY FOR SALE"
"370","30B-4(21)","C","0","METRORAIL CARS/PASSAGE BETWEEN"
"371","30-447","C","0","HANDICAP PARKING/SIGN POSTED/COUNTY ORDINANCE"
"372","30.46(3)","M","1","SHERIFFS MOTOR VEHICLE/SIMULATE COLORS"
"373","30.46(4)","M","1","SHERIFFS BADGE/INSIGNIA/WEAR SIMILARITY"
"374","30-462","C","0","TOWING WITHOUT A LICENSE/COUNTY ORDINANCE"
"375","30-465","C","0","TOWING VEHICLE/INSURANCE REQUIRED/COUNTY ORDINANCE"
"376","30-467","C","0","DECAL/REQUIRED FOR TOWING VEHICLES"
"377","30-468","C","0","TOWING/MANIFEST/TRIP RECORDS VIOLATION"
"378","30-468(A)","C","0","TOWING/MANIFEST/TRIP RECORDS REQUIRED"
"379","30-469","C","0","TOWING/VIOLATION OF SAFETY STANDARDS"
"380","30-474(3)(B)","C","0","TOWING/NOTICE REQUIREMENTS NOT REQUIRED"
"381","30-474(F)","C","0","TOWING/STORAGE SITES/RETRIEVAL ACCESS"
"382","30-475(A)","C","0","TOWING/WRITTEN CONTRACT REQUIRED"
"383","31-82(A)","C","0","FOR HIRE VEHICLE/NO OPERATING PERMIT"
"384","31-89(A)(2)","C","0","FOR HIRE VEHICLE/OPERATE W/O INSP STICKER"
"385","31-103(A)","C","0","FOR HIRE VEHICLE/NO CERTIFICATE OF TRANSPORTATION"
"386","31-105(A)","C","0","FOR HIRE VEHICLE/NO CHAUFFEUR REGISTRATION"
"387","31-106(A)","C","0","FOR HIRE VEHICLE/NO INSURANCE"
"388","31-26","L","0","LICENSE/DOING BUSINESS WITHOUT"
"389","31-26","M","2","LICENSE/DOING BUSINESS WITHOUT"
"390","31-26(A)","M","2","NO BUS TAX RECPT"
"391","31-303(I)(2)","C","0","CHAUFFEUR/UNLAWFUL SOLICITATION OF PASSENGERS"
"392","31-31","L","0","MARIJUANA/POSSESSION/MUNICIPAL ORDINANCE"
"393","31-83(8)","C","0","WEAPON/POSSESSION BY A CHAUFFEUR/COUNTY ORDINANCE"
"394","32-8","C","0","WATER RESTRICTION VIOLATION/1ST OFFNS/COUNTY ORD"
"395","32-8.1","C","0","WATER RESTRICTION VIOL/2ND OR SUB VIOL/COUNTY ORD"
"396","32-32","L","0","DEFRAUD AN INKEEPER/MUNICIPAL ORDINANCE"
"397","33-151","C","0","ALCOHOLIC BEVERAGES/SELLING HOURS VIOL/COUNTY ORD"
"398","33-33","L","0","LITTERING, DUMPING/MUNICIPAL ORDINANCE"
"399","33-8","C","0","CERTIFICATE OF USE/OCCUPANCY/FAIL TO OBTAIN"
"400","33-83(85)","C","0","BUILDING AND ZONING VIOLATION/SIGNS REG/COUNTY ORD"
"401","34-34","L","0","LEWD AND LASCIVIOUS BEHAVIOR/MUNICIPAL ORDINANCE"
"402","35-154","L","0","MANNER OF PARKING IN METERED SPACES"
"403","35-35","L","0","SUMMONS/FAILURE TO SIGN/MUNICIPAL ORDINANCE"
"404","36-36","L","0","DRUGS/POSSESSION OF HARMFUL/MUNICIPAL ORDINANCE"
"405","37-2","L","0","PROPERTY/MALICIOUS DEFACEMENT/MIAMI"
"406","37-3","L","0","STREETS/SIDEWALKS/SLEEPING/MIAMI"
"407","37-4","L","0","VEHICLE/LIVING/SLEEPING IN/MIAMI ORDINANCE"
"408","37-11","L","0","PUBLIC URINATION OR DEFECATION/MIAMI"
"409","37-37","L","0","CHEMICAL SUBSTANCE/INHALE/MUNICIPAL ORDINANCE"
"410","37-6","L","0","PANHANDLING/AGGRESSIVE/OBSTRUCTIVE/MIAMI"
"411","38-38","C","0","CURFEW VIOLATION/COUNTY ORDINANCE"
"412","38-54","L","0","USE OF FACILITIES"
"413","38-55","L","0","PARKS/FIREARMS/POSSESSION/MIAMI"
"414","38-60","L","0","BOAT/LAUNCH/ANCHOR/MIAMI"
"415","38-60(A)","L","0","BOAT/LAUNCH/ANCHOR/MIAMI"
"416","39.0132(4)(B)","M","2","PUBLIC ORDER CRIMES SCH BOARD EMP DISCLOSE INFO ON"
"417","39.0145(2)","M","1","PUBLIC ORDER CRIMES FAIL TO PROVIDE REQUESTED CHIL"
"418","039.04","J","0","DELINQUENCY"
"419","39.202(8)","M","2","INVADE PRIVACY UNAUTH DISCLOSE CONFID INFO ABUSE H"
"420","39.205(1)","M","1","CHILD ABUSE/NEGLECT/REQUIRED TO REPORT-7/12"
"421","39.205(1)","F","3","CHILD ABUSE/NEGLECT/REQUIRED TO REPORT"
"422","39.205(2)","F","3","CHILD ABUSE/18 OR OLDER & LIVE W/CHILD/FAIL TO REP"
"423","39.205(3)","M","2","CHILD ABUSE/NEGLECT/DISCLOSED CONFIDENTIAL INFO"
"424","39.205(6)","F","3","CHILD ABUSE/NEGLECT/FALSE REPORT"
"425","39.301(19)","M","2","INVADE PRIVACY UNAUTHORIZED RELEASE CHILD ABUSE IN"
"426","39-32","L","0","VENDING LOCATIONS/RESTRICTED/MIAMI"
"427","39-38","L","0","VENDING/PROHIBITED ACTIVITIES/MIAMI ORDINANCE"
"428","039.404","D","0","DEPENDENCY"
"429","039.42","D","0","CHILDREN IN NEED OF SERVICES"
"430","039.424","D","0","FAMILY IN NEED OF SERVICES"
"431","039.46","D","0","TERMINATION OF PARENTAL RIGHTS"
"432","39.504(6)","M","1","OBSTRUCT FTC W INJUNCT TO PREVENT CHILD ABUSE"
"433","39-63","L","0","PARK HOURS/FAILURE TO OBSERVE/MUNICIPAL ORDINANCE"
"434","40E-6.311(1)","M","2","MOTOR VEHICLE/UNAUTH ON SO FLA WAT MAN PROP/FAC"
"435","40E-7.523(1)","M","2","SFWMD/DISTRICT LANDS/ACCESS"
"436","40E-7.525(1)","M","2","VEHICLES/VES/AIRCRFT/NAVIGATIONAL RESTRICTS/FAC."
"437","40E-7.525(4)","M","2","PARKING/SFWMD LANDS/UNAUTH OR BLOCKING"
"438","40E-7.525(6)","M","2","USE VEHICLES/OPERATION MOTORIZED ON DISTRICT LAND"
"439","40E-7.525(7)","M","2","ENTER/EXIT DIS LAND FROM VESS/AIRB PUB ACCESS CL"
"440","40E-7.525(8)","M","2","LAUNCH AIRBOAT OR MOTOR VESSEL EXCEPT AT DESIGNATE"
"441","40E-7.527(1)","M","2","FIREARM/POSSESS ON SOFLA WATER MNGT LAND/FAC"
"442","40E-7.527(4)","M","2","WILDLIFE/HUNTING/CLOSED SEASON"
"443","40E-7.527(6)","M","2","SFWMD/HUNTING/PLACING FOOD PROH."
"444","40E-7.530","M","2","SFWMD/TRAPPING/PROHIBITED"
"445","40E-7.537(11)","M","2","SFWMD/DISTRICT LANDS/PROH. ACTIVITY"
"446","40E-7.537(5)","M","2","TRESPASS/SO FLA WATER MANAGEMENT DIST/FLA ADMIN CD"
"447","40E-7.537(9)","M","2","FIRE ON SO FLA WATER MGNT LAND/FLA ADMIN CODE"
"448","40E-7.5381(5)","M","2","ALL TERRAIN VEH/PROHIBITED ON RIGHT OF WAYS/FAC"
"449","40E-7.5382(1B)","M","2","VAC UNDESIGN DISTPUB ACCESS 1/2 HR BEF/AFT SUNSET"
"450","43-43","C","0","CHILD NEGLECT, ABUSE/COUNTY ORDINANCE"
"451","46-10","L","0","PROSTITUTION ORDINANCE/MIAMI ORDINANCE"
"452","46-92(A)","L","0","LITTER/HIGHWAYS/STREETS/WATERS/MIAMI BEACH"
"453","46-92(B)","L","0","GLASS/METAL CONTAINERS ON BEACH/MIAMI BEACH"
"454","48.021(4)","F","3","PROCESS SERVER/FALSE RETURN OF SERV/VIOL OATH"
"455","48.31(2)","F","3","PROCESS SERVER/FALSE RETURN OF SERVICE"
"456","50-12","L","0","DISOBEY FIRE, POLICE OFFICER/MUNICIPAL ORDINANCE"
"457","52-52","L","0","STOLEN PROPERTY/POSSESSION/MUNICIPAL ORDINANCE"
"458","54-2(C)","L","0","OBSTRUCTION OF FREE PASSAGE/SIDEWALK/MIAMI"
"459","57.082(7)(C)","M","1","FRAUD-FALSE STATEMENT FALSE INFO TO DETERMINE CIVI"
"460","58-11","L","0","WEAPONS/DISCHARGE/HIALEAH"
"461","58-27","L","0","DUMPING/ILLEGAL/HIALEAH"
"462","21-30.01","L","0","GRAFFITI/PROHIBITED/HIALEAH"
"463","58-5","L","0","NUISANCES/KEEP/MAINTAIN/HIALEAH"
"464","58-58","L","0","WINDOW WASHING/MUNICIPAL ORDINANCE"
"465","58-6`","L","0","PUBLIC PROPERTY/TREES/SHRUBS/DAMAGE/HIALEAH"
"466","58-69","L","0","VESSELS/GAS POWERED PROHIBITED/HIALEAH"
"467","61.402(5)","M","1","FRAUD ON GUARDIAN AD LITEM APPLICATION"
"468","62D-2.013(5)(B)","N","0","WILD ANIMAL/FEED OR PET/ATTEMPT TO/FAC"
"469","62D-2.014(1)","M","2","PARKS/RECRE ACTIVITIES/REGULATED/FSH/WLDLF COMM"
"470","62D-2.013(2)","N","0","PARKS/REMOVAL-DESTRUCTION/PROH"
"471","62D-2.013(3)","N","0","ENVIRONMENTAL PROTECTION/IGNITE FIRES/PARKS/F.A.C."
"472","62D-2.013(6)","M","2","ENVIRONMENTAL PROTECTION/INTRO OF SPECIES/PARK/FAC"
"473","62D-2.014(1)","N","0","PARKS/RECRE ACTIVITIES/REGULATED/FSH/WLDLF COMM"
"474","62D-2.014(10)","M","2","PARK/STATE/HUNTING/FIREARM/WEAPON/RESTRICTION/FAC"
"475","62D-2.014(10)","N","0","PARK/STATE/HUNTING/FIREARM/WEAPON/RESTRICTION/FAC"
"476","62D-2.014(12)","M","2","PARK/STATE/ALCOHOL BEV/POSN/CONSUME/FLA ADMIN CODE"
"477","62D-2.014(12)","N","0","PARK/STATE/ALCOHOL BEV/POSN/CONSUME/FLA ADMIN CODE"
"478","62D-2.014(13)","M","2","PARK/STATE/DOMESTIC ANIMAL RESTRICTION/FLA ADM CD"
"479","62D-2.014(13)","N","0","PARK/STATE/DOMESTIC ANIMAL RESTRICTION/FLA ADM CD"
"480","62D-2.014(15)","M","2","PARK/STATE/TAKE OFF/LAND AIRCRAFT/FLA ADMIN CODE"
"481","62D-2.014(15)","N","0","PARK/STATE/TAKE OFF/LAND AIRCRAFT/FLA ADMIN CODE"
"482","62D-2.014(16)","M","2","PARK/STATE/REMAIN IN CLOSED AREA/FLA ADMIN CODE"
"483","62D-2.014(16)","N","0","PARK/STATE/REMAIN IN CLOSED AREA/FLA ADMIN CODE"
"484","62D-2.014(17)","M","2","PARK/STATE/COMMERCIAL PHOTO VIOL./FLA ADMIN CODE"
"485","62D-2.014(17)","N","0","PARK/STATE/COMMERCIAL PHOTO VIOL./FLA ADMIN CODE"
"486","62D-2.014(2)(A)","M","2","PARK/STATE/FAIL TO PAY FEE/RANGER STN/FLA ADMIN CD"
"487","62D-2.014(2)(A)","N","0","PARK/STATE/FAIL TO PAY FEE/RANGER STN/FLA ADMIN CD"
"488","62D-2.014(3)","N","0","PARK/STATE/OBEY TRAFFIC CONTROL DEVICES"
"489","62D-2.014(4)","N","0","STATE PARK- SPEED OF VEHICLES IN PARKS"
"490","62D-2.014(5)","M","2","PARK/STATE/RESTRICTED AREA/DRIVE ON BEACH/FAC"
"491","62D-2.014(5)","N","0","PARK/STATE/RESTRICTED AREA/DRIVE ON BEACH/FAC"
"492","62D-2.014(6)","M","2","PARK/STATE/PARK IN ESTABLISHED LOT/FLA ADMIN CODE"
"493","62D-2.014(6)","N","0","PARK/STATE/PARK IN ESTABLISHED LOT/FLA ADMIN CODE"
"494","62D-2.014(7)(A)","N","0","PARK/STATE/SWIM IN UNDESIGNATED AREA/FLA ADMIN COD"
"495","62D-2.014(7)(A)","M","2","PARK/STATE/SWIM IN UNDESIGNATED AREA/FLA ADMIN COD"
"496","62D-2.014(8)(D)","N","0","STATE PARKS/BOATING/PERMIT REQ"
"497","62D-2.014(9)","M","2","PARK/STATE/FISHING/PROHIBITED AREA/FLA ADMIN CODE"
"498","62D-2.014(9)","N","0","PARK/STATE/FISHING/PROHIBITED AREA/FLA ADMIN CODE"
"499","62D-2.015(7)","M","2","REFUSES A CITATION/FAIL PAY/FAIL APPEAR"
"500","62-21","L","0","ALCOHOLIC BEVERAGES/POSSESS/CONSUME/PARK/HIALEAH"
"501","62-256.300(3)","M","2","ENVIRONMENTAL/OPEN BURNING/RUBBER/PLASTIC/PROHIBIT"
"502","62-5","L","0","PARK HOURS/FAIL TO OBSERVE/HIALEAH"
"503","62-711.520(3)","M","1","ENVIRONMENTAL/WASTE TIRES/PERMIT REQUIRED/FAC"
"504","063.212","F","3","ADOPTION VIOLATION"
"505","67-67","C","0","DEFRAUDING INNKEEPER/COUNTY ORDINANCE"
"506","68B-11.003","M","2","LOBSTER/MOLEST/TAKE/BISC BAY/CARD SND/FSH/WLDLF CO"
"507","68B-11.004","M","2","POSSESSION OF SPINY LOBSTER/VESSEL/SANCTUARY/OVERB"
"508","68A-12.002(3)(A)","M","2","WILDLIFE/MIGR BIRDS/W/UNPLUG SHOTGUN/FLA ADMIN CD"
"509","68B-12.0035(1)","M","2","POSSESSION OF U/S KING MACKEREL"
"510","68B-12.0035(2)","M","2","FISH/KINGFISH/WHOLE CONDITION"
"511","68B-12.004(1)","M","2","FISH/KINGFISH/BAG LIMIT"
"512","68A-12.004(11)(A","M","2","TAXIDERMY OPERATIONS/FAIL TO TAG/LOG"
"513","68A-12.007(4)","M","2","WILDLIFE/HUNTING WITH DOGS/CLOSED SEASON"
"514","68A-13.002","M","2","WILDLIFE/MIGRATORY BIRDS/VIOL REGULATIONS/F.A.C."
"515","68-A-13.002(1)","M","2","WILDLIFE/MIGRATORY BIRDS/POSSESSION/FLA ADMIN CODE"
"516","68A-13.003(1)(A)","M","2","COOTS/DUCKS/TAKING DURING CLOSED SEASON"
"517","68B-13.005(2)","M","2","STONE CRABS/POSSESS IN CLOSED SEASON/FLA ADMIN COD"
"518","68B-13.007(1)","M","2","STONE CRAB CLAWS/POSN UNDERSIZED/FLA ADMIN CODE"
"519","68B-13.007(2)","M","2","STONE CRABS/POSSESSION WHOLE/FLA ADMIN CODE"
"520","68A-13.007(2)","M","2","WILDLIFE/SMALL GAME HUNT/GENERAL REGS"
"521","68A-13.007(2)(G)","N","0","AIRBOATS/OUTBOARD MOTORS/ALL TERRAIN VECH"
"522","68A-13.008(1)(A)","M","2","WILDLIFE/MORNING DOVE/CLOSED SEASON/FLA ADMIN CD"
"523","68A-13.008(1)(C)","M","2","WILDLIFE/MORNING DOVE/OVER BAG LIMIT/FLA ADMIN CD"
"524","68B-13.008(2)","M","2","FISH/STONE CRAB/TRAP CONSTRUCT. REQ."
"525","68B-13.008(3)","M","2","STONE CRABS/TRAPS/FAILURE TO MARK/FLA ADMIN CODE"
"526","68B-13.008(4)","M","2","STONE CRABS/TRAP WORKING REGULATIONS/FLA ADMIN COD"
"527","68B-13.011(11)","M","2","STONE CRABS/UNTAGGED TRAPS/POSN/USE/FLA ADMIN CODE"
"528","68B-14.0039(2)","M","2","GROUPER/ATLANTIC/RECREATIONAL CLOSED SEASON/FAC"
"529","68B-14.0035(3)","M","2","FISH/TRIGGER/POSN UNDERSIZED/FISH/WLDLF COMM"
"530","68B-14.0035(4)","M","2","FISH/SNAPPER/POSSESSION UNDERSIZED/FSH/WLDLF COMM"
"531","68B-14.0035(4)","M","2","FISH/GROUPER/POSN UNDERSIZED/FLA ADMIN CODE"
"532","68B-14.0035(5)","M","2","FISH/HOGFISH/POSSESSION UNDERSIZED/FLA ADMIN CODE"
"533","68B-14.0035(6)F","M","2","FISH/RED PROGY/POSS UNDERSIZED/FISH/WLDLF COMM"
"534","68B-14.0035(7)","M","2","FISH/SNAPPER/POSSESS UNDERSIZED/FLA ADMIN CODE"
"535","68B-14.0035(1)B3","M","2","FISH/AMBERJACK/COMMERCIAL SIZE LIMIT"
"536","68B-14.0035(3)A","M","2","FISH/TRIGGERFISH/POSN UNDERSIZED/ATLANTIC"
"537","68B-14.0035(4)G","M","2","FISH/ YELLOWFIN GROUPER/ UNDERSIZE"
"538","68B-14.0035(4)A1","M","2","FISH/BLACK GROUPER/UNDERSIZED"
"539","68B-14.0035(4)B","M","2","FISH/BLACK GROUPER/COMM. SIZE LIMIT"
"540","68B-14.0035(4)E","M","2","FISH/RED GROU/POSSESSION UNDERSIZED/FSH/WLDLF COM"
"541","68B-14.00355(1)","M","2","FISH/POSN UNDERSIZED/FISH/WLDLF COMM"
"542","68B-14.0035(7D1)","M","2","FISH/GRAY SNAPPER/POSN UNDERSIZED"
"543","68B-14.0035(7)E","M","2","FISH/LANE SNAPPER/POSS. OF UNDERSIZED"
"544","68B-14.0035(7)G","M","2","UNDERSIZED MUTTON SNAPPER"
"545","68B-14.0035(7)L","M","2","FISH/ SCHOOLMASTER SNAPPER/ UNDERSIZE"
"546","68B-14.0035(7)N","M","2","FISH/VERMILLION SNAPPER/UNDERSIZED"
"547","68B-14.0035(7)O","M","2","FISH/YELLOWTAIL SNAPPER/POSS. OF UNDERSIZED"
"548","68B-14.0036","M","2","FISH/MARINE/BAG LIMITS/FLA ADMIN CODE"
"549","68B-14.0036(1)","M","2","FISH/SNAPPER/EXCEEDING BAG LIMIT"
"550","68B-14.0036(1)A","M","2","FISH/SNAPPER/EXCEEDING BAG LIMIT"
"551","68B-14.0036(2)","M","2","FISH/GROUPER/EXCEEDING BAG LIMIT"
"552","68B-14.0036(3)","M","2","HOGFISH/EXCEEDING BAG LIMIT"
"553","68B-14.0036(7)","M","2","FISH/ TILEFISH/ BAG LIMIT VIOL"
"554","68B-14.0036(8)","M","2","OVER BAG LIMIT GREY TRIGGERFISH"
"555","68B-14.0036(1)B","M","2","OVER THE BAG LIMIT GREY MANGROVE SNAPPER"
"556","68B-14.0036(1)F2","M","2","FISH/CUBERA SNAPPER/BAG LIMIT"
"557","68B-14.0036(1)G","M","2","FISH/MUTTON SNAPPER/BAG LIMIT"
"558","68B-14.0036(2)F","M","2","FISH/GROUPER/PROHIBITED SPECIES"
"559","68B-14.0036(2)G","M","2","FISH/GROUPER/PROHIBITED SPECIES"
"560","68B-14.0042(2)","M","2","FISH/HOGFISH/CLOSED SEASON"
"561","68B-14.0045","M","2","FISH/LICENSE/COMMERCIAL HARVEST REQUIREMENTS/FAC"
"562","68B-14.0045(2)D","M","2","FISH/GROUPER/COMMERCIAL CLOSURE"
"563","68B-14.0045(2)E","M","2","FISH/AMBERJACK/COMMERCIAL BAG LIMIT"
"564","68B-14.006(4)","M","2","FISH/NOT IN WHOLE CONDITION/FLA ADMIN CODE"
"565","68B-14.006(5)(A)","M","2","FISH/REEF FISH/SKIN INTACT"
"566","68B-14.0035(4)C1","M","2","FISH/GAG GROUPER/UNDERSIZE"
"567","68B-14.0035(4)E1","M","2","FISH/RED GROU/POSSESSION UNDERSIZED/FSH/WLDLF COM"
"568","68A-15.004(2)(A)","N","0","WILDLIFE MANAGEMENT AREA/PERMIT VIOLATION/FAC"
"569","68A-15.004(9)(A)","N","0","WMA/GENERAL REG/VEHICLES"
"570","68A-15.064(6)(D)","M","2","WILDLIFE/FROG POND/REGULATION VIOLATION/FLA AD COD"
"571","68A-15.064(3)(D)","N","0","ALL TERRAIN VEH W/0 REQUIRED FLAG/FAC"
"572","68A-15.064(3)D2","M","2","FIREARM/POSSESSION IN CLOSED SEASON"
"573","68A-15.064(3)D3","M","2","WMA/GENERAL REGS./ATVS PROH"
"574","68A-15.064(3D11)","N","0","MOTOR VEHICLE/UNAUTHORIZED/PROHIBITED/LEVEE/FAC"
